0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,sentiment
7,1375,37,1,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,82,15,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,26,53,442,1376,1,234,1377,409,65,1378,77,12,1,1379,0,0,0,0,0,0,0,0,1
2,87,751,93,148,18,4,3,82,1380,585,101,0,0,0,0,0,0,0,0,0,0,0,0
1,29,134,5,175,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,236,5,6,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,61,180,1,474,410,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1381,8,7,1382,18,262,168,2,17,753,8,1383,152,7,27,0,0,0,0,0,0,0,0,0
4,28,16,14,6,94,83,322,49,23,332,155,19,119,1384,64,1,143,56,0,0,0,0,1
6,126,1386,331,12,115,81,3,2,741,55,321,8,86,6,328,1387,368,1388,67,37,10,320,0
206,25,258,1389,221,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,77,158,533,12,7,515,1,59,5,33,187,20,218,41,162,1,25,5,502,188,57,13,1
91,50,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,286,497,1392,1,1393,34,270,8,1394,3,1,199,34,33,1395,20,4,5,270,8,696,130,0
29,5,754,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,270,8,261,18,309,60,1396,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,68,111,4,119,177,3,4,516,329,99,8,148,14,0,0,0,0,0,0,0,0,0,0
1,94,83,3,13,97,58,6,285,1,83,17,755,2,217,8,155,4,19,3,4,276,1397,0
534,172,186,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,8,10,9,192,1399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,34,33,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,1400,47,8,70,7,212,2,22,53,1401,0,0,0,0,0,0,0,0,0,0,0,0,0
141,12,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,166,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,6,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,59,18,189,4,5,92,54,24,115,2,41,175,60,0,0,0,0,0,0,0,0,1
197,1403,3,1404,1405,372,1406,101,1407,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,224,1409,5,1,146,3,12,1410,4,756,0,0,0,0,0,0,0,0,0,0,0,0,0
404,164,34,159,76,135,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,82,84,50,114,14,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,2,41,60,7,9,171,1,78,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,1
534,1413,11,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,185,3,4,535,3,207,76,31,185,0,0,0,0,0,0,0,0,0,0,0,0,0
4,160,10,39,35,3,5,102,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,108,42,19,1414,65,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,7,8,44,319,116,1417,149,23,535,45,757,1418,55,3,758,0,0,0,0,0,0,0,1
207,12,204,1419,1,39,227,3,1420,5,166,1421,8,182,1422,299,6,411,192,1423,19,1,39,1
2,17,737,64,1,759,1424,12,1,119,275,390,127,9,723,3,3,64,6,1425,12,1,59,1
1,129,9,43,271,268,7,1426,271,1427,5,1,129,2,22,93,1428,0,0,0,0,0,0,0
1,83,81,11,96,6,285,3,100,231,1429,277,10,9,0,0,0,0,0,0,0,0,0,0
112,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,2,536,233,91,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,247,119,266,8,760,1,170,7,232,1430,5,1431,315,3,332,1432,14,78,232,1433,0,0,0
81,15,35,761,14,6,412,1434,3,31,6,698,27,18,10,428,152,6,413,95,1435,0,0,1
1436,150,12,7,24,3,241,14,1,1437,528,1438,1439,115,762,19,6,244,1440,0,0,0,0,0
86,13,89,86,13,1441,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,6,16,24,281,1442,152,44,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,1
537,2,439,86,13,1444,4,5,380,109,1445,59,1446,0,0,0,0,0,0,0,0,0,0,0
1,158,333,51,202,1447,456,1448,58,6,126,178,30,7,36,354,8,46,19,11,1,132,1449,1
15,1450,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,149,1,143,379,20,2,110,3,750,52,89,7,9,0,0,0,0,0,0,0,0,0,0
7,9,513,35,46,1,129,51,93,26,19,77,763,0,0,0,0,0,0,0,0,0,0,0
48,17,84,65,260,92,414,20,2,1451,261,18,30,360,1452,98,4,499,10,39,0,0,0,0
2,60,640,8,269,14,284,763,127,164,575,1453,19,1,384,0,0,0,0,0,0,0,0,1
52,653,241,8,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1454,84,1455,1456,521,1,1457,65,256,9,30,2,22,1,555,764,3,57,6,16,306,0,1
2,110,13,22,77,133,14,7,90,3,41,364,4,147,49,536,0,0,0,0,0,0,0,1
23,70,101,23,538,11,2,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,232,86,6,16,297,12,7,2,107,74,149,10,406,409,488,10,1459,1460,192,92,234,334,1
732,1461,7,5,6,21,25,94,83,3,490,13,151,765,96,4,0,0,0,0,0,0,0,1
80,34,1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,464,227,34,1463,13,21,11,224,56,686,45,88,584,1464,225,1,220,1465,1466,47,55,0,0
1467,6,291,1468,23,87,253,18,1,234,8,1469,320,8,1,9,1,59,12,1,265,17,54,1
318,1470,43,6,21,1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,415,1473,539,1474,32,3,1475,766,11,404,18,1,158,251,12,1,168,0,0,0,0,0,0
15,767,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
372,105,22,6,172,186,69,33,23,70,101,23,538,11,0,0,0,0,0,0,0,0,0,0
191,473,30,5,13,1477,517,8,330,99,8,760,3,1,32,5,151,91,50,396,2,22,202,1
3,105,768,47,20,603,1,213,17,122,521,769,49,2,169,1479,10,1480,2,17,67,12,1481,0
1482,355,22,233,214,8,1483,6,124,9,11,6,1484,213,65,770,0,0,0,0,0,0,0,0
9,5,283,31,37,237,771,164,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
772,10,412,161,1,48,13,68,17,4,13,1485,30,117,17,6,184,12,414,654,18,1,697,0
73,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,201,1,24,8,46,99,8,368,55,3,38,0,0,0,0,0,0,0,0,0,0,0,1
1,381,18,7,5,75,568,65,75,1486,4,1487,1488,67,12,10,39,0,0,0,0,0,0,0
1489,268,32,25,5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,83,287,254,1,1490,738,30,4,110,13,42,0,0,0,0,0,0,0,0,0,0,0,0
53,39,1491,536,57,1492,3,1,32,5,16,0,0,0,0,0,0,0,0,0,0,0,0,1
509,58,244,65,1493,393,1,773,12,1,1494,200,3,2,107,13,38,4,77,446,18,1,1495,0
28,135,30,100,1,94,774,8,775,1,1496,563,3,1,412,1497,305,2,122,1498,7,140,294,1
193,96,235,186,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,656,75,203,3,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,61,13,154,1,528,1499,1500,3,4,200,1,88,56,2,202,8,155,4,19,0,0,0,0
73,114,96,7,125,21,25,3,187,59,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,79,1,207,3,535,12,271,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,35,1502,3,15,476,1,344,5,6,15,72,306,0,0,0,0,0,0,0,0,0,0,1
61,180,4,355,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,107,13,60,80,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,21,19,1,248,30,7,48,17,6,601,310,0,0,0,0,0,0,0,0,0,0,0,0
151,260,50,1,417,2,17,243,8,330,4,14,0,0,0,0,0,0,0,0,0,0,0,1
462,217,15,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,484,480,3,624,473,8,86,316,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
6,341,1504,11,269,1505,19,1,129,1506,12,1507,156,0,0,0,0,0,0,0,0,0,0,0
1,88,139,20,1508,17,20,1,1509,17,123,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,35,121,99,8,776,1,9,3,40,6,590,1510,319,343,0,0,0,0,0,0,0,1
100,2,26,8,1511,540,4,1512,225,4,1513,352,650,0,0,0,0,0,0,0,0,0,0,0
335,1514,409,43,6,777,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,61,13,42,9,1515,55,1516,76,778,55,3,104,4,76,157,137,1517,128,19,10,427,1518,0
1519,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28,135,18,10,153,1520,730,3,6,184,91,50,1,1521,67,29,110,0,0,0,0,0,1
1,146,11,1,1522,5,224,21,23,22,1523,176,223,0,0,0,0,0,0,0,0,0,0,1
3,331,12,1,779,5,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,306,1525,5,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1526,11,1527,56,2,52,501,176,181,4,167,49,23,335,664,6,168,5,758,19,57,431,0
2,79,1,409,98,105,34,33,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
780,1529,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8,424,14,10,271,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,349,219,1531,20,6,500,1532,107,46,111,0,0,0,0,0,0,0,0,0,0,0,0,0
2,41,553,8,13,125,7,90,4,195,81,15,35,0,0,0,0,0,0,0,0,0,0,0
75,124,23,22,8,538,55,8,6,675,11,1,69,0,0,0,0,0,0,0,0,0,0,0
28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,237,1533,1534,413,265,110,13,42,14,10,9,0,0,0,0,0,0,0,0,0,0,0,0
150,781,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,22,8,38,1,1535,463,429,30,4,1536,18,166,35,0,0,0,0,0,0,0,0,0,1
1,1537,739,2,22,5,1,29,1538,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,156,513,46,1540,19,1541,30,2,107,13,1542,321,80,19,10,39,0,0,0,0,0,0,0
86,13,89,49,23,250,8,38,1,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,87,74,240,16,293,3,97,782,1543,0,0,0,0,0,0,0,0,0,0,0,0,1
4,108,149,23,207,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,230,246,34,1544,659,5,13,1545,64,37,0,0,0,0,0,0,0,0,0,0,0,0,1
102,154,23,247,44,27,8,46,102,11,64,562,92,783,64,6,56,49,13,11,92,1546,411,1
74,1,9,108,748,8,784,316,1547,1548,1549,1550,1551,190,1552,1553,359,0,0,0,0,0,0,0
23,335,1554,1,59,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
400,14,6,295,203,20,23,87,38,8,203,55,44,136,1555,3,97,778,1556,1557,439,0,0,1
377,3,28,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,76,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,7,265,4,785,47,8,1558,77,1559,413,140,8,10,428,0,0,0,0,0,0,0,1
33,269,1560,23,116,148,307,12,44,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,5,181,98,218,333,34,76,1561,117,1562,1,170,8,70,37,499,55,0,0,0,0,0,1
2,103,7,9,31,6,483,11,10,1563,3,22,1564,4,225,0,0,0,0,0,0,0,0,0
671,8,357,1565,1,275,29,43,1566,20,267,14,10,1567,0,0,0,0,0,0,0,0,0,1
335,405,316,30,9,1568,8,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,260,50,1570,242,49,2,357,388,8,38,1,9,10,458,40,1,143,9,14,1,143,133,0
112,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,39,667,1571,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,380,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1572,231,3,104,2,22,8,70,4,1573,0,0,0,0,0,0,0,0,0,0,0,0
58,309,111,4,11,96,1575,178,33,2,76,361,325,36,98,7,5,1,66,27,51,93,558,1
403,4,116,13,688,10,541,1576,542,1577,4,43,1578,786,1579,1580,1581,29,787,543,788,0,0,0
4,17,6,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,23,485,250,6,205,505,9,207,1582,31,1,414,1583,1584,34,1585,0,0,0,0,0,0,0
21,272,28,135,786,1586,413,94,65,787,543,0,0,0,0,0,0,0,0,0,0,0,0,1
10,9,108,1587,257,10,94,104,3,1,1588,1589,10,9,43,1590,67,12,10,789,0,0,0,1
7,5,485,1,66,95,27,11,32,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
162,4,171,71,23,452,8,406,7,36,7,281,5,1,191,713,9,11,47,0,0,0,0,0
19,1,1591,12,92,783,2,26,119,163,1592,1593,5,20,1,78,9,18,1594,0,0,0,0,1
2,22,329,111,1595,227,3,1,1596,43,1,506,5,15,279,0,0,0,0,0,0,0,0,1
7,48,40,1597,1,36,211,1598,3,128,4,1599,1600,12,182,4,5,1601,1602,0,0,0,0,1
50,20,1,365,5,72,3,1603,1,154,5,15,1604,1,790,67,11,1,395,5,6,21,1605,1
4,40,180,2,247,3,2,169,606,11,84,0,0,0,0,0,0,0,0,0,0,0,0,1
58,728,3,152,1,24,11,76,63,177,4,200,0,0,0,0,0,0,0,0,0,0,0,0
7,24,5,16,4,157,159,6,184,394,2,87,241,8,1,1606,128,701,18,280,11,770,0,1
331,12,1,244,791,105,1607,14,1,27,41,263,19,10,246,0,0,0,0,0,0,0,0,0
408,278,40,1,66,186,69,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,288,3,151,260,517,50,396,208,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222,22,202,63,1610,3,105,230,469,254,63,178,599,0,0,0,0,0,0,0,0,0,0,0
1611,21,434,3,167,1612,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1613,329,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1614,5,725,726,3,157,4,99,1615,788,0,0,0,0,0,0,0,0,0,0,0,0,1
1,156,5,15,21,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,16,106,37,1,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,41,175,60,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
169,38,1,213,14,717,13,21,19,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1617,13,42,218,12,1,56,14,10,237,1618,0,0,0,0,0,0,0,0,0,0,0,0
103,1619,11,1,83,115,200,1620,58,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,23,45,6,223,645,8,646,37,44,418,100,7,9,5,11,23,0,0,0,0,0,0,0
475,89,3,116,70,147,11,1621,10,793,9,5,0,0,0,0,0,0,0,0,0,0,0,1
263,402,43,7,405,46,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,1622,1623,266,291,9,533,5,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,13,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,287,288,3,28,16,14,10,1624,1625,271,1626,1627,1628,9,3,492,1629,32,19,39,1630,0,1
4,5,203,40,1631,12,29,1632,3,5,15,1633,8,182,11,1634,550,1635,12,56,0,0,0,1
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,1636,5,99,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,30,1637,4,28,17,1638,1639,525,1,187,1640,12,7,90,0,0,0,0,0,0,0,0,1
1,136,18,1,9,461,46,111,31,6,1641,71,1642,309,401,46,152,6,1643,100,7,0,0,0
100,6,126,177,360,1,6,1644,12,1645,267,67,12,1,9,128,19,38,0,0,0,0,0,0
57,15,1646,3,245,8,38,228,297,614,157,1,94,1647,33,151,1648,0,0,0,0,0,0,1
1,1649,626,4,10,1650,17,1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,32,25,5,54,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,1,66,27,2,22,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,13,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,22,113,257,11,179,3,1653,1,1654,25,12,1655,1656,170,794,20,2,22,201,8,795,0,1
76,101,2,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,572,707,41,13,42,14,10,153,514,1657,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,42,145,65,1659,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1660,4,286,1661,167,31,49,1,9,5,37,377,185,324,0,0,0,0,0,0,0,0,0
104,20,4,5,67,12,769,1,143,144,1662,796,273,261,44,85,1663,1664,407,116,13,358,4,0
2,62,397,1,386,437,8,46,1,145,36,30,4,40,75,314,655,11,47,1,21,0,0,0
16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
781,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,88,120,352,243,511,58,1665,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,185,324,1666,45,92,315,1667,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,70,346,210,106,19,10,1669,304,14,158,164,2,22,13,26,7,133,0,0,0,0,0,0
1,106,40,113,1670,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,32,29,134,3,1671,8,1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,175,60,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,6,16,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,10,9,142,8,46,96,6,211,315,57,113,1673,756,542,151,501,18,10,307,0,0,0,0
2,82,1674,2,121,7,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,103,80,627,2,107,149,10,95,27,154,91,30,80,740,121,4,1675,8,182,0,0,0,0
412,3,408,278,1676,8,330,4,147,3,753,47,8,89,325,9,192,77,301,12,1677,1678,0,0
4,17,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,162,4,41,280,4,75,1679,18,44,319,0,0,0,0,0,0,0,0,0,0,0,0
7,785,1,1680,12,1681,1682,11,1,143,795,3,56,58,1,88,0,0,0,0,0,0,0,0
105,42,96,63,298,100,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,245,8,38,3,2,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,6,16,371,11,1683,1684,3,320,1685,512,46,281,8,38,1686,792,63,11,1687,320,1688,522,1
2,335,38,7,48,98,1,672,5,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,101,2,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,406,63,12,80,333,3,41,364,325,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,103,7,29,14,6,1690,43,189,3,73,15,114,14,10,125,0,0,0,0,0,0,0,1
1,234,776,17,135,4,1,1691,1692,20,4,81,0,0,0,0,0,0,0,0,0,0,0,0
1693,11,1,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1695,526,537,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,103,7,58,2,103,6,1696,43,226,1697,20,797,415,3,163,18,1,158,251,169,148,47,1
757,229,1,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,202,1698,224,223,30,1699,18,1,1700,228,315,3,2,17,122,768,4,516,16,0,0,0,0
21,28,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,1,59,7,17,6,16,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,59,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,117,5,6,767,4,5,231,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,57,1702,18,441,373,3,2,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,88,2,486,2,17,1703,6,21,398,64,559,1704,1705,2,504,4,161,10,9,1706,274,0,0
1,106,532,7,27,5,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,1707,55,8,7,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,22,6,198,390,9,3,105,42,35,798,21,106,3,308,20,1708,715,799,273,12,1709,0,1
1710,474,2,26,8,312,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,4,28,63,4,5,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,120,134,5,238,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,204,747,154,10,246,15,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,40,53,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1711,1712,3,117,5,53,313,11,4,115,5,62,318,0,0,0,0,0,0,0,0,0,0
24,5,700,31,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228,6,258,71,158,198,164,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,86,1,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,41,60,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
452,18,1713,43,130,147,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,208,410,11,6,9,1,136,5,15,72,314,181,1714,8,595,14,3,782,5,339,31,35,1
2,22,113,15,399,14,7,127,9,43,411,36,0,0,0,0,0,0,0,0,0,0,0,1
105,323,465,91,3,91,7,5,10,777,36,3,51,26,749,1715,75,0,0,0,0,0,0,1
1716,8,38,3,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,292,56,17,74,15,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,31,21,31,2,26,1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403,4,110,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,244,200,254,119,178,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,89,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1718,40,1,1719,3,1,29,5,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,39,1720,762,123,336,3,58,68,36,285,2,482,36,0,0,0,0,0,0,0,0,0
137,530,1,9,400,18,3,123,64,116,1,170,370,256,3,1,129,12,37,4,1721,693,1722,0
210,210,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,52,45,7,237,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,11,1,796,1724,5,503,3,1,800,3,251,1725,34,13,304,2,289,130,8,46,196,0,0
2,22,103,7,237,127,9,6,126,298,392,3,4,17,6,1726,0,0,0,0,0,0,0,0
4,41,240,75,132,8,1727,176,124,10,186,69,489,40,113,14,189,0,0,0,0,0,0,0
1,68,15,318,139,17,117,17,53,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,10,94,116,13,784,7,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,235,225,4,61,13,22,138,277,801,8,120,1,63,1730,2,17,1731,8,38,4,14,0
57,13,101,4,802,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,402,43,1,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,3,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,383,69,43,408,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,21,138,11,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,103,119,12,130,3,685,116,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,167,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,5,92,54,371,322,71,761,14,44,440,695,803,0,0,0,0,0,0,0,0,0,0,1
2,22,1733,1734,765,337,30,2,1735,26,77,133,14,4,0,0,0,0,0,0,0,0,0,1
80,1736,576,55,1,311,203,1737,531,1,39,543,0,0,0,0,0,0,0,0,0,0,0,0
